9780124884403	The chronic crisis in psychological measurement and assessment,a historical survey	Scott T. Meier			1994-09	Academic Press						ZZZ000000
9788172763480	The Magic Flute	Thomas Martin&Wolfgang Amadeus Mozart&Emanuel Schikaneder&Ruth Martin				Bharatiya Vidya Bhavan						ZZZ000000
9788172763657	Ramayana	Chakravarti Rajagopalachari		Originally published in the year 1951,the book due to it's huge popularity has been re-printed many,many times.The Ramayana is not history or biography. It is a part of Hindu mythology. One cannot understand Hindu dharma unless one knows Rama and Seeta, Bharata, Lakshmana, Ravana, Kumbhakarna and Hanuman. More details: Mythology cannot be dispensed with. Philosophy alone or rituals alone or mythology alone cannot be sufficient. These are the three strands of all ancient religions. The attitude towards things spiritual which belongs to a particular people cannot be grasped or preserved or conveyed unless we have all these three. To millions of men, women and children in India, the Ramayana is not a mere tale. It has more truth and meaning than the events in one s own life. Just as plants grow under the influence of sunlight, the people of India grow in mental strength and culture by absorbing the glowing inspiration of the Ramayana. The popularity of the book is so great that it has run into forty two impressions ever since it was originally published in the year 1951.	2007-01-01	Motilal Banarsidass Publ.						ZZZ000000
9788172763763	Srimad Bhagavatam	Kamala Subramaniam			1979	Bharatiya Vidya Bhavan						ZZZ000000
9788172763688	Mahabharata	Chakravarti Rajagopalachari		Retelling of the Mahabharata in the form of stories.	2005-01-01	Published by P. V. Sankarankutty Dy. Registrar for Bharatiya Vidya Bhavan						ZZZ000000
9788172762032	Roses in December,an autobiography	Mahomedali Currim Chagla			1973	Bharatiya Vidya Bhavan						ZZZ000000
9788172763749	Bhagavad-gita	Chakravarti Rajagopalachari			1964	Bharatiya Vidya Bhavan						ZZZ000000
9788172764258	Guiding light	T. G. L. Iyer				Bharatiya Vidya Bhavan						ZZZ000000
9788172760717	Blood and tears	Hari Krishan Suchdeva&Bharatiya Vidya Bhavan			1996	Bharatiya Vidya Bhavan						ZZZ000000
9788172763060	Mahatma Gandhi,His Life and Time	Louis Fischer		Bharatiya	2003-11-01	Bharatiya Vidya Bhavan						ZZZ000000
9781593394325	Britannica Visual Dictionary	Encyclopaedia Britannica&Jean-Claude Corbeil&Ariane Archambault		Every page will both catch the eye and enrich the mind with the new Britannica Visual Dictionary.Discover a visual world of information of immense scope and depth. See the component parts of an aeroplane, go inside the human body, explore the solar system and understand a variety of different sports and games. Introducing a new dimension to illustrated reference books, the Britannica Visual Dictionary uses a unique combination of comprehensive images and detailed definitions to explain even the most complex of words in rich detail. The result is an indispensable visual reference that goes beyond object-identification to answer questions about function, significance and purpose. The first visual dictionary to incorporate real dictionary definitions, the Britannica Visual Dictionary incorporates more than 20,000 words and their definitions into 6,000 full-colour illustrations covering a wide variety of objects from all aspects of life. Each clear and precise definition has been prepared in cooperation with Merriam-Webster? lexicographers. The Britannica Visual Dictionary is ideal for teachers, parents, translators, and students of all skill levels including learners of English as a second language. Unlike conventional dictionaries with A to Z listings, the Britannica Visual Dictionary is organised by subject area. Full colour pictorial images are grouped into 17 chapters outlining subjects from astronomy to sports, with more complex subjects divided into 94 individual themes. Search ideas to quickly locate words, or consult pictures to read clear, up-to-date definitions. View thousands of highly realistic illustrations and detailed diagrams created by skilled graphic artists. ? More than 20,000 terms indexed for easy reference ? 6,000 full-colour illustrations ? Provides visual answers to children's endless questions ? Ideal resource for inquisitive children who enjoy knowing how things work and the names for them ? Useful reference tool to help with homework and projects ? High-quality illustrations keep children engaged ? Thematically arranged around all aspects of modern life	2008-06	Encyclopaedia Britannica						JNF048000
9781578082193	Soil, fragile interface	Pierre Stengel&S. Gelin		The book, written from the perspective of pedologists and agronomists, is a study of the Earth's crust which is subjected to climatic agents and inhabited by living creatures. These phenomena in concert, slowly transform soil through the interaction of physical, climatic and biological processes.	2003-09	Science Publishers						ZZZ000000
9788185589312	Predacious Spiders of Crop Pests	Chitta Ranjan Satpathi			2004-01-01	Capital Publishing Company						ZZZ000000
9781578081806	Microbial ecology of soil and plant growth	Pierre Davet			2004	Science Publishers						ZZZ000000
9788185589466	Soil And Groundwater Pollution From Agricultural Activities	Ramachandra		In Indian context.	2006-01-01	Capital Publishing Company						ZZZ000000
9781578083763	Plant cell biology	William V. Dashek&Marcia Harrison		This textbook stresses concepts and is inquiry-oriented. To this end, there is extensive use of original research literature. As we live in an era of literature explosion, one must be selective. These judgements will naturally vary with the investigator. In establishing significance the input of colleagues was considered. In addition to provision of select research literature, this volume presents citations and summaries of certain laboratory methods. In this connection, the textbook stresses quantitative data to enhance the student's analytical abilities. Thus the volume contains computer-spread sheets and references to statistical packages, e.g. Harvard Graphics and Statistics.	2006-06-30	Science Publishers						ZZZ000000
9788189197186	Yes We're Open : Defending The Small Business Under Siege	William Manchee		Yes, We're Open is designed to help small business owners avoid the many pitfalls in running a small business. Written to be an entertaining as well as an informative read, attorney William Manchee shares his experiences representing small business owners for over 25 years. Yes, We're Open focuses on the causes of small business failure and how to defend the troubled business while taking the necessary steps to turn it around		Corpus Collosum Learning Pvt. Ltd.						ZZZ000000
9788189197049	Don't Leave It To The Children : Starting, Building And Sustaining A Family Business	Alan Crosbie		Over the last few years, family business has been ridden with conflict even murder. We hear stories of super-rich parents at the throats of their children, brothers suing sisters, and every other conceivable permutation of family conflict.  How important are family businesses? And why do so many of them go poisonously wrong? The answer is that they are very important indeed. Seventy percent of companies in the world are family businesses. Yet most family businesses don't survive past the first generation, and only 6 percent last to the third generation. They fail, according to the author, for infinitely predictable and preventable reasons. And the author should know.		Corpus Collosum Learning Pvt. Ltd.						ZZZ000000
9788189197315	Coming Here : Learning To Live In America	Rezzan Erten		Moves can erode our identity and self-esteem, and cause us to grieve the loss of familiar people and ways. Coming here is a difficult transition, one that requires time and preparation. Internationals who boarded planes bound for the U.S. during my childhood have paved the road for others. Internationals coming here today continue moving our world for the better.  A wonderful book. Rezzan did a deep and thorough analysis of the issues people might have when they immigrate here. A fresh look for people who are interested in cultural harmony.		Corpus Collosum Learning Pvt. Ltd.						ZZZ000000
9788189197018	How To Get What You Want :Making Negotiation Work	Tom Savage		Negotiation is the key skill for success in business, in the workplace and in life. Tom Savage is Ireland's leading negotiation-skills trainer. How to Get What You Want is a lively, practical book, full of clear directions, real-life examples and reminder lists. It is the ultimate handbook for modern life and provides invaluable tips on important work-related issues such as motivating staff and providing effective feedback. It tells for the first time the story of a key negotiation in Irish political life between then Taoiseach Albert Reynolds and Tanaiste Dick Spring in Tinakilly House in 1994. How to Get What You Want is a lively, practical book, full of clear directions, real-life examples and reminder lists. It is the ultimate handbook for modern life and provides invaluable tips on important work-related issues such as motivating staff and providing effective Feedback. It tells for the first time the story of a key negotiation in Irish political life - between then Taoisearch Albert Renolds and Tanaiste Dick Spring in Tinakilly House in 1994		Corpus Collosum Learning Pvt. Ltd.						ZZZ000000
9788189197155	Little Steps for New Parents : A Weekly Guide For Developing Your Baby's Intelligence	Sandy Briggs		With lots of love and Little Steps as a simple and practical guide, your baby will be off to a bright start and a bright future.  Your infant depends on you to create an environment that encourages healthy emotional, intellectual, and physical development. Each week you'll find enjoyable activities that build upon your natural parenting instincts and your baby's strong motivation to learn and thrive. With a renewed appreciation for the importance of touching, holding, and talking to your baby, you'll discover why Little Steps taken now can help your child's ability to:  Learn  Control emotions  Solve problems  Get along with others  Form a healthy attitude toward life		Corpus Collosum Learning Pvt. Ltd.						ZZZ000000
9788126417841	Two Bachelors And A Python	Tanya Munshi		Both Kalemeleme and Kinku are lonely and unhappy men in a village in Central Africa but that is where their similarity ends. Kalemeleme is kind and gentle at heart while Kinku is short-tempered and hot-headed. On a day of hunting, an act of kindness towards Moma, the mighty rock python makes Kalemeleme worthy of a special gift. When the arrogant and foolhardy Kinku expects the same, he learns that you only get what you deserve.	2008	Tumbi						ZZZ000000
9788126422555	Wishes And The Golden Fish	Arun George M		The poor fisherman catches a magical golden fish and his days of misery are over;or so he thinks. The golden fish gives him everything his wife wishes for but soon shebecomes greedy. The poor fisherman then realises that he has to be careful what hewishes for.	2009-01-01	DC Books						ZZZ000000
9788126421428	The Greatest Power Of All	Sajid Latheef A		When Tenali Raman faces death, the emperor is sure that he has been trapped this time. But Raman is not someonewho easily gives up. Find out how he escapes.	2009-01-01	DC Books						ZZZ000000
9788126422548	How The Gatekeepers Were Trapped	Sajid Latheef A		Tenali Raman, no longer the emperor s favourite courtier, is in a difficult situation when he is barred from enteringthe palace to watch a play. Thanks to his wit, he s back in the emperor s favour and tells him a thing or two about hiscorrupt gatekeepers.	2009-01-01	DC Books						ZZZ000000
9788126420384	My Little Book Of Home	Venki			2008-01-01	DC Books						ZZZ000000
9788126419791	The Crow And The Cobra	Arun George M			2008-01-01	DC Books						ZZZ000000
9788126419500	The Turtle Who Felt Boxed In	Taylor Brandon		Encased in hard enamel from his toes to chin, Shelby believes that his shell is bringing him down! Join our pal as he takes off his plating and goes on an adventure, narrowly escaping danger at every turn! In the end, he learns that in life, sometimes things are there for a reason!	2008	Tumbi						ZZZ000000
9788126419494	The Penguin Who Disliked The Cold	Taylor Brandon		Nippy hates the South Pole! Everything is too white, too plain, too boring and too vanilla for him! Join our fickle friend as he boards on an iceberg and leaves the pole only to meet up with a deadly, radioactive menace of gargantuan proportions! In the end, Nippy learns that the grass isn t always greener on the other side.	2008	Tumbi						ZZZ000000
9788126421848	Living Dreams	Vinitha Ramchandani		Damu lived in a fantasy world where everything he did was transformed into an adventure in his head. The only problemwas that it was difficult to get Damu to do much, not even buying oil from a shop. Naushad the old fisherman hadwatched Damu and remembers what it was to be young. He joins Damu with his father and uncle one fishing trip andshows everyone why it is sometimes important to remain a child.	2009-01-01	DC Books						ZZZ000000
9788126419456	The Bear Who Couldn`T Hibernate	Taylor Brandon		Snuggly, spending his first winter alone, just can't figure out why he can't fall asleep. After counting sheep and power yoga don't help him with his problem, he finally learns the real reason for his insomnia! In the end, Snuggly finds out, that in life, loved ones are never really gone!	2008	Tumbi						ZZZ000000
9788126421459	Turtle Tales	Vinitha Ramchandani		Priyanka lived with her grandmother who lived in a large house with a lot of sad memories. Muthashi was angry withthe world and was hard on Priyanka who always seemed to be about doing things to annoy her. Then Priyanka founda friend: a turtle who gave her all the love she was craving for. But Keertivarman the turtle fell ill and Priyanka had tomake a decision.	2009-01-01	DC Books						ZZZ000000
9788126420353	Tataki Wins Again & Braveheart Badeyya	Gogu Shyamala		Twelve year old Balamma is feisty enough to water her family s little patch of land before the village karnam s fields.But will she be match for the powerful, and very angry, karnam?	2008-01-01	DC Books						ZZZ000000
9788126418459	Smart Follower	Arthy Muthanna Singh		When a sage wants to find the perfect husband for his beloved daughter,he comes up with a plan to find one from among his disciples. He putstheir honesty to the test as he asks them to steal some jewellery so thathe can get his daughter married with a substantial dowry.	2008	Tumbi						ZZZ000000
9788126418855	The Tortoise And The Eagle	Tanya Munshi		In a beautiful jungle in the interiors of Africa, lives a Tortoise and an Eagle. One lives in the shade of the bushes while the other has his home high in the tree-tops. It is unlikely that they would ever meet but one day, it happens. The Tortoise plays the perfect host to the Eagle who has no respect for his friend. The very hurt Tortoise decides to teach him that friendship is not something to be mocked at.	2008	Tumbi						ZZZ000000
9788126420292	Head Curry	Mohammed Khadeer Babu		Head Curry tells the mouth watering story of cooking Sunday lunch in young Khadeer s family.	2009-01-01	DC Books						ZZZ000000
9788126417698	Greed Gets You Nowhere	Arthy Muthanna Singh		Paramsukh is given a second chance at life when he is born again asa golden goose. The pitiful state of his family breaks his heart and hedecides to help them by giving them a golden feather everyday. Hiswife is thankful but soon her gratitude turns into greed and not even herdaughters pleas can stop her from doing a heartless act.	2008	Tumbi						ZZZ000000
9788126419227	Panna	Shwetha George E		Set in Rajasthan, the land of brave Rajputs, the story of Panna is about the ultimate sacrifice that one can make forqueen and country.	2008-01-01	DC Books						ZZZ000000
9788126420667	Hiding The Money	Shwetha George E			2008-01-01	DC Books						ZZZ000000
9788126420308	Moon In The Pot	Gopini Karunakar		Old Guddawwa creates a magical world for her grandson even though her own life has been full of struggleand hardship.	2009-01-01	DC Books						ZZZ000000
9788126417865	The Party In The Jungle	Mini John			2008-01-01	DC Books						ZZZ000000
9788126417858	Physicians In The Jungle	Mini John			2008-01-01	DC Books						ZZZ000000
9788126422531	The Cat That Would Not Drink Milk	Sajid Latheef A		Tenali Raman manages to do the impossible when he presents to the emperor a cat that refuses to drink milk. The pagesare filled with adorable illustrations.	2009-01-01	DC Books						ZZZ000000
9788126417834	Waiting For Grandma & The Best Gift Of All	Aparna Nambiar		Diya and Vinoo love having Grandma around because she is just fun! She would make them delicious sweets, draw with them, tell them exciting stories and take them to a different park each day. But how to spend the days before she finally makes her visit? Mummy then teaches them how to count while waiting for Grandma. Poor aunty Swapna is laid up with fever. Everyone is on a mission to make her feel better. Mummy and daddy have already thought of how they will do it and that has Diya thinking. What will she give aunty Swapna and will she like it? And in the end, Diya s special gift turns out to be the best gift of all.	2008	Tumbi						ZZZ000000
9788126418930	Who Is Better?	Arthy Muthanna Singh		Malik, the king of Kaushal, is loved and respected by his people. But Malik has doubts about his grandeur and wants to beabsolutely sure that he truly deserves the praise and adoration he is getting. He sets out to prove his worth to himself.	2008-01-01	DC Books						ZZZ000000
9788126419210	Bappa Rawal	Shweth George E		Bappa, the determined, mischievous and courageous Prince fulfils his destiny in this Indian folktale from Rajasthan.	2008-01-01	DC Books						ZZZ000000
9788126421855	The Tiger Charmer	Vinitha Ramchandani		When Neha was born everyone seemed pleased because she was fair and round as themoon. But soon Neha s mother grew alarmed because her baby took longer to speak andwalk like most human babies did. But that s not where Neha s peculiarities ended. Thelittle girl seemed more comfortable with animals than with humans. Then one day Nehadisappeared only to return with an odd story about healing a tiger.	2009	DC Books						ZZZ000000
9788126419197	Andher Nagari	Shwetha George E		Andher Nagari (the dark town) is ruled by the most foolish ruler Chaupat Raja, little wonder that the people in this townare also foolish. Govardhandas almost loses his life in this town full of fools, but his wise Guruji comes to his rescue.	2008-01-01	DC Books						ZZZ000000
9788126417728	Fooled You	Sajid Latheef A		Have you ever heard about thieves watering your garden instead of stealing your riches? The clever Tenali Raman tricksthe thieves into giving him some much needed help with his garden.	2009-01-01	DC Books						ZZZ000000
9788126417711	Greed Is No Good (32th Edition)	Sajid Latheef A		Find out how Tenali Raman saves his greedy brother-in-law from the king s wrath and certain death. The book is packedwith colourful illustrations that add life to each scene.	2009	DC Books						ZZZ000000
9788126417780	The Mouse, The Frog And The Hawk	Aromal T		Aesop s Fables originated in ancient Greece. It is believed that Aesop was a slave and a brilliant story teller. Thesefables are all about worldly wisdom that is conveyed to young readers in a short and simple style. These storieshave been adapted over the centuries. This adaptation of Aesop s Fables is special because of its imaginativeillustrations.	2009-01-01	DC Books						ZZZ000000
9788126418442	The Wonderful Mantra	Arthy Muthanna Singh		The Vaidarbha Mantra is a powerful incantation and both the old priest and his disciple are fully aware of it. But when his lifeis threatened by dacoits, the old priest decides to use the mantra to save himself despite his disciple s warning. But thereis no limit to man s greed and in the end, the price he has to pay is heavy indeed.	2008	Tumbi						ZZZ000000
9788126419111	Jabu And The Lion	Tanya Munshi		Jabu is a young Zulu cowherd who happens to love his job taking care of his father s cattle. In fact, no one else in his village is as tactful and hardworking as he is. One fine day, when Bhubesi, the lion who has been causing havoc in the village gets caught in a trap, Jabu frees him even though instinct warns him not to. And soon he realises that an act of kindness need not always be repaid in kind.	2008	Tumbi						ZZZ000000
9788126417872	Chimpu Learns A Lesson	Mini John			2008-01-01	DC Books						ZZZ000000
9788126417674	The Swineherd	Tanya Munshi		Trivial and fancy gifts impress the emperor's daughter who sadly rejects the true gifts the prince offers her. The vain prince takes revenge on the unsuspecting princess.	2008	Tumbi						ZZZ000000
9788126417667	The Snow Queen	Mini John		The Snow Queen is the ageless fight between good and evil. Two inseparable friends, an evil queen, the threat of separation and finally the triumph of good over evil are all depicted in this timeless classic by Andersen.	2008	Tumbi						ZZZ000000
9788126416707	My Little Book Of Numbers	Venki			2007	Tumbi						ZZZ000000
9788126416714	My Little Book Of Opposites	Venki			2007	Tumbi						ZZZ000000
9788126417704	The Miser	Arthy Muthanna Singh		Ghasiram loves the smell of pancakes but as it happens he loves his money even more. The miserable miser spends hours evolving a plan on how to make the pancakes and not share them with anyone, even his own family! Just when he feels he has the situation under control, a mysterious visitor changes it all.	2008	Tumbi						ZZZ000000
9788126416608	My Little Book Of Rhymes	Venki			2007	Tumbi						ZZZ000000
9788126416615	My Little Book Of Shapes	Venki			2007	Tumbi						ZZZ000000
9788126416745	Mr. Blackie`S New Home+The Mischievous Mouse	Seena Subran		Mr. Blackie's New Home Blackie, the Chinese wok, bids his family a tearful farewell and starts a new life in the kitchen'. Self-conscious Blackie makes life difficult for himself but soon finds out how caring his newfound friends are. The Mischievous Mouse No traps or no cheese to rid the kitchen of the mischievous mouse. See how victor the friendly neighbourhood cat chips in to restore peace in the kitchen	2008	Tumbi						ZZZ000000
9788126418008	The Jackal And The Cat	Anita Nair		Kallan seems to be ravenous today. He decides to venture into the village to try his luck at hunting. Soon he finds himself face to face with Vallan, the village cat. Vallan is more than happy to help him out and takes him to the temple. But Vallan the crafty cat , true to his nature. lands greedy Kallan in trouble.	2008	Tumbi						ZZZ000000
9788126419234	Hazaar Maarya	Shwetha George E		Hazaar Maarya or killer of thousand is a funny folktale from Uttar Pradesh, India. Balu idles away his time while hiswife is busy with household chores. One day he takes on a challenge to kill as many flies as he could. Thus starts hisunbelievable ride to fame spurred on by a few annoying flies and misunderstood words.	2008-01-01	DC Books						ZZZ000000
9788126418015	The Jackal And The Tiger	ANITHA NAIR				Tumbi						ZZZ000000
9788126416752	The Haunted Kitchen +The Sunken Treasure	Seena Subran		The golden haired recluse with the long plaits who awaits her prince everyday after the departure of her captor, the evil witch, once again makes her appearance in our retelling. The dazzling illustrations aptly compliment the storyline.	2008	Tumbi						ZZZ000000
9788126417827	Diya`S Picture & Help! It`S A Monster	Aparna Nambiar		Diya, the budding artist is all set to produce a masterpiece when a small accident ruins her picture. At least Diya thinks so at first but surprise, surprise! Her masterpiece is nearly perfect as a result. Little Diya and her brother Vinoo are terrified of the silent monster that changes shape and moves mysteriously in their bathroom. Their mother comes to the rescue and drives the monster away.	2008	Tumbi						ZZZ000000
9788126416790	Snow White	Luiza Chandy		A fairytale princess, an evil step-mother, seven amicable dwarfs, a glass coffin and a handsome prince the plot is complete for the famous fairytale of Princess Snow White	2007	Tumbi						ZZZ000000
9788126418428	Diya Gets Angry & The Race	Aparna Nambiar		Diya is angry when she can't build a toy train and throws a little tantrum. Her mother and brother help rebuild it. Diya realises that getting angry does not help. In the next story the same little girl gives up her chance of winning the race to help her friend in trouble.	2008	Tumbi						ZZZ000000
9788126416806	Cinderella	Luiza Chandy		The story of the neglected and ill-treated step-child who in the end wins the heart of the charismatic prince is retold in an enthralling fashion. The glass slippers, the pumpkin carriage and the fairy godmother materialise before the reader through stunning illustrations.	2007	Tumbi						ZZZ000000
9788126417988	Appu The Foolish Boy	Anita Nair		Appu is a poor orphan who is taken in by the loving family of lawyer Menon. They are happy indeed to have him to help them around the house but Appu can't seem to do anything right. His funny antics leave the family flabbergasted but will have the reader laughing.	2008	Tumbi						ZZZ000000
9788126417636	The Emperoru2019S New Clothes	Litta Jacob		The witless emperor's only concern in life is to dress up in new clothes. He hires two weavers who promise to sew him the finest suit he has ever donned. What follows is a hilarious unfolding of events in which the emperor finds himself the laughing stock of his subjects.	2008	Tumbi						ZZZ000000
9788126421893	The Farmer And The Snake	Aromal T			2009-01-01	DC Books						ZZZ000000
9788126417964	The Girl And The Monkey	Anita Nair		A hungry monkey makes his way to a woodcutter's house and helps himself to the tasty payasam he finds in the kitchen. From almost losing his tail to being the girl's best friend to helping her on her way to being crowned the queen, this story is an absorbing tale of the friendship between a human and an animal.	2008	Tumbi						ZZZ000000
9788126418039	The Half-Thief And The Three Quarters Thief	Anita Nair		Sivan and Sankaran are assigned a tough task by their father, the Complete Thief. They are given one month's time to perform an act of robbery in a most novel way. Drawing inspiration from their very successful father, the brothers set out on a journey to prove themselves.	2008	Tumbi						ZZZ000000
9788126422968	The Fire Bird And Princess Vassilissa	Shane J. Alliew		The archer and his loyal friend, his horse, are constantly sent to attain the impossible by the greedy king. At one time,he needs the fire-bird, at another, he wants the lovely Princess Vassilissa be brought to him. The archer is alwayshelped by his horse who makes sure that his master gets his happy ending in this Russian folktale.	2009-01-01	DC Books						ZZZ000000
9788126423613	NONIE'S MAGIC QUILT	Anita Vachharajani & Anitha Balachandran		It's not an easy life for Nonie's parents. Night or day, she simply won't sleep. What can they possibly do? Maybe Magical Aunt Munni has the answer¦  With mischievous text and joyous illustrations, this story-in-rhyme will delight children of all ages!		DC Books						ZZZ000000
9788126423583	THE LIME TREE	Shane J. Alliew & T. K. Anandavally		When a poor farmer comes upon an enchanted lime tree that grants his wishes, his greed has no limits. A wonderful folktale from Russia, the book is rich with lovely illustrations.		DC Books						ZZZ000000
9788126423477	BIRBAL AND THE PALMIST & THE OLD WOMAN'S BAG	Sajid A. Latheef & K. Satish				DC Books						ZZZ000000
9788126423576	THE WHITE DUCK	Shane J. Alliew & T. K. Anandavally		Folktales form a vital part of every culture around the world. Set in the distant past, Russian folktales continue to connect generations. Gallant princes, charming princesses, talking animals and wicked witches and their magic spells are brought to life by our sumptuous illustrations.  In this story, the wicked witch has transformed the lovely princess into a white duck and is all set to take her place.		DC Books						ZZZ000000
9788126423620	THE YOUNG COWHERD	Tanya Munshi & Ann Dominic		Folktales form a vital part of every culture around the world. They play their part in preserving the essence of the culture. Set in the distant past, Latin American folktales continue to connect generations. This story from Peru is about a young cowherd wh is rescued from his cruel master by a kind mestizo.		DC Books						ZZZ000000
9780932633354	Creating a software engineering culture	Karl Eugene Wiegers		Partial ContentsPart I: A Software Engineering Culture1: Software Culture Concepts2: Standing On Principle3: Recognizing Achievements Great and Small4: So Much to Learn, So Little TimePart II: In Search of Excellent Requirements5: Optimizing Customer Involvement6. Tools for Sharing the VisionPart III: Improving Your Processes7: Process Improvement Fundamentals8: Process Improvement Case Study9: Software Process Maturity10: Software Development ProceduresPart IV: The Bug Stops Here11: The Quality Culture12: Improving Quality by Software Inspection13: Structured TestingPart V: Methods, Measures, and Tools14: The CASE for Iteration15: Control Change Before It Controls You16: Taking Measures to Stay on Track17: Case Study: Measurement in a Small Software Group18: If It Makes Sense, Do ItPart VI: What to Do on Monday19: Action Planning for Software Managers20: Action Planning for Software EngineersEpilogueAppendix A: Sources for Continued Software LearningAppendix B: Contact Information for Selected ResourcesBibliographyAuthor IndexSubject Index	1996-10	Dorset House Pub.						ZZZ000000
